Title,Character,Max Level,SA Level,Rarity,Type,ID,Special Skills,Leader Skill,Super Attack Name,Super Attack Effect,Passive Skill Name,Passive Skill,Links,Categories,HP,Attack,Defense,Transforms Into,EZA Leader Skill,EZA Super Attack Name,EZA Super Attack Effect,EZA Passive Skill,EZA HP,EZA Attack,EZA Defense,Transformation Type,Transformation Condition,EZA Transformation Condition,EZA Ultra Super Attack Name,EZA Ultra Super Attack Effect,Ultra Super Attack Name,Ultra Super Attack Effect,Active Skill Name,Active Skill,Activation Condition,EZA Active Skill Name,EZA Active Skill,EZA Activation Condition,Unit Super Attack Name,Unit Super Attack Effect,EZA Unit Super Attack Name,EZA Unit Super Attack Effect
Point-Blank Flash,Super Saiyan 2 Gohan (Youth),120,10,UR,Super AGL,11041,"[""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack""]","AGL and STR Type Ki +3 and HP, ATK & DEF +30%",Super Kamehameha,Causes supreme damage and raises ATK for 3 turns[1],Earth-Defending Faith,AGL and STR Type Ki +2 and ATK & DEF +25%,"[""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Hybrid Saiyans"", ""Full Power"", ""Movie Heroes"", ""Goku's Family"", ""Youth"", ""Kamehameha"", ""Bond of Master and Disciple"", ""Super Saiyan 2"", ""Exploding Rage"", ""All-Out Struggle"", ""Powerful Comeback""]","[""2817"", ""9389"", ""11389"", ""13989""]","[""2373"", ""7911"", ""9911"", ""12911""]","[""1373"", ""4577"", ""6577"", ""9977""]",,,,,,,,,,,,,,,,,,,,,,,,,
Hideous Super Saiyan,Super Saiyan Broly,120,10,UR,Extreme STR,11043,"[""Additional Attack"", ""Boost Type"", ""Debuff"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","STR Type Ki +3, HP, ATK and DEF +70%",Eraser Cannon,Causes supreme damage to enemy,Solid Terror,"When performing a Super Attack, ATK +60000 but DEF -18000, and launch an additional Super ATK","[""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""The Saiyan Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK & DEF +5%"", ""Berserker Lv 1: ATK +20% when HP is 50% or lessLv 10: ATK +30% when HP is 50% or less"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Resurrected Warriors"", ""Movie Bosses"", ""Pure Saiyans"", ""Target: Goku"", ""Exploding Rage"", ""Revenge"", ""Planetary Destruction""]","[""3189"", ""8931"", ""10931"", ""13931""]","[""3542"", ""9918"", ""11918"", ""15318""]","[""1589"", ""4450"", ""6450"", ""9050""]",,,,,,,,,,,,,,,,,,,,,,,,,
Indestructible Saiyan Evil,Legendary Super Saiyan Broly,150,25,LR,Extreme STR,11044,"[""Additional Attack"", ""All-Target Super Attack"", ""Attack Effective to All"", ""Boost Type"", ""Debuff"", ""Diverse Super Attack"", ""Guaranteed Hit"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest/scale-to-width-down/118?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Inescapable Horror,,"[""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""The Saiyan Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK & DEF +5%"", ""Berserker Lv 1: ATK +20% when HP is 50% or lessLv 10: ATK +30% when HP is 50% or less"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%"", ""Legendary Power Lv 1: ATK +10% when performing a Super AttackLv 10: ATK +15% when performing a Super Attack""]","[""Resurrected Warriors"", ""Movie Bosses"", ""Pure Saiyans"", ""Full Power"", ""Target: Goku"", ""Exploding Rage"", ""Revenge"", ""Inhuman Deeds"", ""Planetary Destruction"", ""Legendary Existence""]","[""4290"", ""12013"", ""14013"", ""17013""]","[""6457"", ""18080"", ""20080"", ""23480""]","[""3221"", ""9019"", ""11019"", ""13619""]",,"STR Type Ki +4 and HP, ATK & DEF +120%",Gigantic Meteor (Extreme),Raises ATK & DEF for 1 turn[1] and causes colossal damage to all enemies,"ATK & DEF +50%; plus an additional ATK & DEF +50% and launches an additional Super Attack when performing a Super Attack; Ki +5 when there is a ""Pure Saiyans"" or ""Hybrid Saiyans"" Category enemy; attacks effective against all Types and guaranteed to hit when there is a ""Goku's Family"" Category enemy",,,,,,, Omega Blaster (Extreme),Raises ATK & DEF for 1 turn[1] and causes mega-colossal damage to enemy,,,,,,,,,,,,
Horrific Super Energy,Full Power Boujack,120,10,UR,Extreme STR,11045,"[""Boost Type"", ""Lower DEF"", ""Raise ATK"", ""Raise DEF""]",STR Type Ki +2 and ATK & DEF +50%,Galactic Buster,Causes extreme damage to enemy and greatly lowers DEF[1],Sneaky Strike,ATK +90% when performing a Super Attack,"[""The Hera Clan Lv 1: Ki +2Lv 10: Ki +2 and ATK & chance of performing a critical hit +5%"", ""Galactic Warriors Lv 1: ATK +20%Lv 10: Ki +2 and ATK & DEF +20%"", ""Big Bad Bosses Lv 1: ATK & DEF +25% when HP is 80% or lessLv 10: ATK & DEF +25%"", ""Thirst for Conquest Lv 1: ATK +15%Lv 10: ATK & DEF +15%"", ""Coward Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""The Wall Standing Tall Lv 1: Disables enemy's True Power; ATK +15%Lv 10: Disables enemy's True Power; ATK +20%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Resurrected Warriors"", ""Movie Bosses"", ""Full Power"", ""Time Travelers"", ""Terrifying Conquerors"", ""Inhuman Deeds"", ""Space-Traveling Warriors"", ""Storied Figures"", ""Legendary Existence""]","[""2091"", ""8145"", ""9345"", ""11145""]","[""2219"", ""7920"", ""9120"", ""11160""]","[""1993"", ""4153"", ""5353"", ""6913""]",,,,,,,,,,,,,,,,,,,,,,,,,
Tyrannical Maelstrom,Full Power Boujack,120,10,UR,Extreme AGL,11046,"[""Lower DEF"", ""Raise Ki"", ""Raise ATK"", ""Raise DEF""]",AGL and INT Type Ki +2 and ATK & DEF +50%,Galactic Buster,Causes supreme damage to enemy and greatly lowers DEF[1],Incomparable Tyranny,ATK +90% at start of turn,"[""The Hera Clan Lv 1: Ki +2Lv 10: Ki +2 and ATK & chance of performing a critical hit +5%"", ""Galactic Warriors Lv 1: ATK +20%Lv 10: Ki +2 and ATK & DEF +20%"", ""Big Bad Bosses Lv 1: ATK & DEF +25% when HP is 80% or lessLv 10: ATK & DEF +25%"", ""Thirst for Conquest Lv 1: ATK +15%Lv 10: ATK & DEF +15%"", ""Coward Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""The Wall Standing Tall Lv 1: Disables enemy's True Power; ATK +15%Lv 10: Disables enemy's True Power; ATK +20%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Resurrected Warriors"", ""Movie Bosses"", ""Full Power"", ""Time Travelers"", ""Terrifying Conquerors"", ""Inhuman Deeds"", ""Space-Traveling Warriors"", ""Storied Figures"", ""Legendary Existence""]","[""2145"", ""9021"", ""11021"", ""13621""]","[""2300"", ""7691"", ""9691"", ""12691""]","[""2002"", ""5036"", ""7036"", ""10436""]",,,,,,,,,,,,,,,,,,,,,,,,,
Concentrated Power,Android #17,120/140,15,UR,Extreme STR,11048,"[""Additional Attack"", ""Change Ki Spheres"", ""Critical Hit"", ""Lower DEF"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Defense""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest/scale-to-width-down/118?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Outstanding Stamina,,"[""Infinite Energy Lv 1: Ki +2Lv 10: Ki +2 and ATK, DEF & chance of performing a critical hit +5%"", ""Android Assault Lv 1: DEF +10%Lv 10: Ki +2 and DEF +20%"", ""Twin Terrors Lv 1: Ki +2Lv 10: Ki +2 and ATK, DEF & chance of evading enemy's attack (including Super Attack) +5%"", ""The Innocents Lv 1: ATK +10%Lv 10: ATK +15%"", ""Soul vs Soul Lv 1: Weakens enemy's Regeneration; Ki +1Lv 10: Weakens enemy's Regeneration; Ki +2 and ATK & DEF +5%"", ""Fear and Faith Lv 1: Ki +2Lv 10: All enemies' DEF -10% and Ki +2"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Androids"", ""Siblings' Bond"", ""Androids/Cell Saga"", ""Target: Goku""]","[""2859"", ""9529"", ""11529"", ""14529""]","[""2409"", ""8031"", ""10031"", ""13431""]","[""1419"", ""4731"", ""6731"", ""9331""]",,"TEQ, INT & STR Type Ki +3 and HP, ATK & DEF +50%",Sadistic Dance (Extreme),"Raises DEF[2], causes supreme damage to enemy and greatly lowers DEF[1]","Changes AGL Ki Spheres to Rainbow Ki Ki Spheres, ATK & DEF +70% and chance of performing a critical hit +17%; plus an additional ATK & DEF +80% and medium chance[4] of launching an additional Super Attack when your team has ""Android 18 (disambiguation)"" attacking in the same turn; weakens Regeneration[3]","[""10336"", ""11143"", ""11950"", ""12757"", ""14757"", ""17757""]","[""8711"", ""9391"", ""10071"", ""10752"", ""12752"", ""16152""]","[""5131"", ""5532"", ""5933"", ""6334"", ""8334"", ""10934""]",,,,,,,,,,,,,,,,,
Breathless Struggle,Android #18,120/140,15,UR,Extreme INT,11049,"[""Change Ki Spheres"", ""Damage Reduction"", ""Evasion"", ""Lower DEF"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest/scale-to-width-down/118?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Exceptional Endurance,,"[""Infinite Energy Lv 1: Ki +2Lv 10: Ki +2 and ATK, DEF & chance of performing a critical hit +5%"", ""Android Assault Lv 1: DEF +10%Lv 10: Ki +2 and DEF +20%"", ""Twin Terrors Lv 1: Ki +2Lv 10: Ki +2 and ATK, DEF & chance of evading enemy's attack (including Super Attack) +5%"", ""Battlefield Diva Lv 1: Ki +2Lv 10: Ki +3 and chance of evading enemy's attack (including Super Attack) +5%"", ""Soul vs Soul Lv 1: Weakens enemy's Regeneration; Ki +1Lv 10: Weakens enemy's Regeneration; Ki +2 and ATK & DEF +5%"", ""Nightmare Lv 1: ATK +10%Lv 10: ATK +15%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Peppy Gals"", ""Androids"", ""Siblings' Bond"", ""Androids/Cell Saga"", ""Target: Goku"", ""Battle of Wits""]","[""2972"", ""9907"", ""11907"", ""14907""]","[""2342"", ""7805"", ""9805"", ""12805""]","[""1448"", ""4826"", ""6826"", ""9826""]",,"TEQ, INT & STR Type Ki +3 and HP, ATK & DEF +50%",Sadistic Dance (Extreme),"Raises ATK[2], causes supreme damage to enemy and greatly lowers DEF[1]","Changes Rainbow Ki Ki Spheres to INT Ki Spheres, ATK & DEF +80% and reduces damage received by 18%; plus an additional ATK & DEF +70% and medium chance[4] of evading enemy's attack (including Super Attack) when your team has ""Android 17 (disambiguation)"" attacking in the same turn; weakens Regeneration[3]","[""10746"", ""11585"", ""12424"", ""13263"", ""15263"", ""18263""]","[""8466"", ""9127"", ""9788"", ""10449"", ""12449"", ""15449""]","[""5234"", ""5643"", ""6052"", ""6461"", ""8461"", ""11461""]",,,,,,,,,,,,,,,,,
Fierce Declaration of War,Yamcha,120,10,UR,Super INT,11050,"[""Debuff"", ""Raise ATK"", ""Stun""]",All Types ATK +2500,Wolf Fang Strike,Causes extreme damage with a rare chance to stun the enemy[1],Sharpened Perception,ATK +5000 but DEF drops to 0 when facing 2 or more enemies,"[""Z Fighters Lv 1: ATK +15%Lv 10: ATK +20%"", ""Solid Support Lv 1: ATK +10% and all enemies' DEF -15%Lv 10: ATK +15% and all enemies' DEF -20%"", ""Turtle School Lv 1: ATK & DEF +10%Lv 10: Ki +2 and ATK & DEF +20%"", ""Speedy Retribution Lv 1: ATK +10%Lv 10: ATK +15% and chance of evading enemy's attack (including Super Attack) +5%"", ""Infighter Lv 1: ATK +10% and all enemies' DEF -10%Lv 10: ATK +15% and all enemies' DEF -15%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Worthy Rivals"", ""Earthlings"", ""Turtle School""]","[""2016"", ""7309"", ""8509"", ""10309""]","[""1211"", ""6283"", ""7483"", ""9283""]","[""890"", ""3805"", ""5005"", ""6805""]",,,,,,,,,,,,,,,,,,,,,,,,,
Ruled by Bloodlust,Android #17,120,10,UR,Extreme AGL,11056,"[""Lower DEF"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","AGL and INT Type Ki +3 and HP, ATK & DEF +30%",Power Blitz,Causes supreme damage to enemy and greatly lowers DEF[1],Signal Fire of Rebellion,AGL and INT Type Ki +2 and ATK & DEF +25%,"[""Android Assault Lv 1: DEF +10%Lv 10: Ki +2 and DEF +20%"", ""Fear and Faith Lv 1: Ki +2Lv 10: All enemies' DEF -10% and Ki +2"", ""Twin Terrors Lv 1: Ki +2Lv 10: Ki +2 and ATK, DEF & chance of evading enemy's attack (including Super Attack) +5%"", ""The Innocents Lv 1: ATK +10%Lv 10: ATK +15%"", ""Nightmare Lv 1: ATK +10%Lv 10: ATK +15%"", ""Infinite Energy Lv 1: Ki +2Lv 10: Ki +2 and ATK, DEF & chance of performing a critical hit +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Androids"", ""Siblings' Bond"", ""Target: Goku"", ""Corroded Body and Mind""]","[""2311"", ""9413"", ""11413"", ""14013""]","[""2299"", ""8158"", ""10158"", ""13158""]","[""2303"", ""4444"", ""6444"", ""9844""]",,,,,,,,,,,,,,,,,,,,,,,,,
The Hope of the Universe,Goku,120,10,UR,Super STR,11057,"[""Boost All"", ""Boost Type"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Raise ATK (Ki Sphere)"", ""Recovery (Ki Sphere)""]","AGL and STR Type Ki +3 and HP, ATK & DEF +30%",Super Spirit Bomb,"Causes supreme damage to enemy, ATK +20% for all allies for 1 turn",Energy From All Earthlings,"ATK +20% per STR Ki Sphere obtained, recover HP with candy[1]","[""Z Fighters Lv 1: ATK +15%Lv 10: ATK +20%"", ""All in the Family Lv 1: DEF +15%Lv 10: DEF +20%"", ""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Golden Z-Fighter Lv 1: Ki +2Lv 10: Ki +3 and chance of performing a critical hit +5%"", ""Supreme Power Lv 1: ATK & DEF +5% and activates PenetrationLv 10: ATK & DEF +10% and activates Penetration"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Majin Buu Saga"", ""Pure Saiyans"", ""Goku's Family"", ""Final Trump Card"", ""Connected Hope"", ""Turtle School""]","[""3230"", ""10756"", ""12756"", ""15756""]","[""2343"", ""7805"", ""9805"", ""13205""]","[""1321"", ""4401"", ""6401"", ""9001""]",,,,,,,,,,,,,,,,,,,,,,,,,
Trustworthy Rival,Vegeta,120,10,UR,Super INT,11058,"[""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Raise ATK (Ki Sphere)"", ""Recovery (Ki Sphere)"", ""Stack Attack""]","INT and PHY Type Ki +3 and HP, ATK & DEF +30%",Big Bang Attack,Causes supreme damage and raises ATK for 3 turns[1],Desperate Shout,"ATK +20% per INT Ki Sphere obtained, recover HP with candy[2]","[""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Royal Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK +5%"", ""Saiyan Pride Lv 1: ATK +15%Lv 10: ATK +20%"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Golden Z-Fighter Lv 1: Ki +2Lv 10: Ki +3 and chance of performing a critical hit +5%"", ""Supreme Power Lv 1: ATK & DEF +5% and activates PenetrationLv 10: ATK & DEF +10% and activates Penetration"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Majin Buu Saga"", ""Pure Saiyans"", ""Vegeta's Family"", ""Worthy Rivals"", ""All-Out Struggle"", ""Connected Hope"", ""Gifted Warriors""]","[""2578"", ""8585"", ""10585"", ""13585""]","[""2615"", ""8711"", ""10711"", ""13711""]","[""1307"", ""4354"", ""6354"", ""9354""]",,,,,,,,,,,,,,,,,,,,,,,,,
Large Spirit,Goku (Youth),120,10,UR,Super STR,11061,"[""Raise HP""]",STR Type HP +77%,Flying Nimbus,Causes extreme damage to enemy,Healthy Assault,Ki +2 and ATK +6000 as the 1st attacker in a turn,"[""All in the Family Lv 1: DEF +15%Lv 10: DEF +20%"", ""The Innocents Lv 1: ATK +10%Lv 10: ATK +15%"", ""Turtle School Lv 1: ATK & DEF +10%Lv 10: Ki +2 and ATK & DEF +20%"", ""Guidance of the Dragon Balls Lv 1: ATK +20%Lv 10: ATK +20% and chance of performing a critical hit +7%"", ""The Incredible Adventure Lv 1: Ki +2Lv 10: Ki +3 and ATK & DEF +7%"", ""Penguin Village Adventure Lv 1: ATK +15%Lv 10: ATK +20%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Pure Saiyans"", ""Goku's Family"", ""Youth"", ""DB Saga"", ""Crossover"", ""Turtle School""]","[""3105"", ""7763"", ""8963"", ""10763""]","[""2654"", ""6635"", ""7835"", ""9875""]","[""1405"", ""3513"", ""4713"", ""6273""]",,,,,,,,,,,,,,,,,,,,,,,,,
Flying High in the Clouds,Arale Norimaki,120,10,UR,Super TEQ,11062,"[""Raise HP""]",TEQ Type HP +77%,Kamehameha Cannon,Causes extreme damage to enemy,Fun Ride,Ki +4 & ATK +4000 when HP is 30% or above,"[""Mechanical Menaces Lv 1: Ki +1Lv 10: Ki +2 and reduces damage received by 5%"", ""The Innocents Lv 1: ATK +10%Lv 10: ATK +15%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%"", ""Revival Lv 1: Ki +2Lv 10: Ki +2; ATK & DEF +5% and recovers 5% HP when HP is 50% or less"", ""Battlefield Diva Lv 1: Ki +2Lv 10: Ki +3 and chance of evading enemy's attack (including Super Attack) +5%"", ""Penguin Village Adventure Lv 1: ATK +15%Lv 10: ATK +20%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Artificial Life Forms"", ""Youth"", ""Crossover""]","[""2912"", ""7281"", ""8481"", ""10041""]","[""2610"", ""6525"", ""7725"", ""9765""]","[""1556"", ""3891"", ""5091"", ""6891""]",,,,,,,,,,,,,,,,,,,,,,,,,
Burning to the Last,Super Saiyan Goku (Angel) (Super Kaioken),120,10,UR,Super PHY,11066,"[""Boost Type"", ""Debuff"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","PHY Type Ki +2 and HP, ATK and DEF +50%",Super Kaioken Kamehameha,Causes immense damage to enemy while sacrificing 7% HP,Thundering Aura,Ki +3 and ATK +100% when HP is 50% or above,"[""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Over in a Flash Lv 1: Ki +3Lv 10: Ki +3 and ATK +7%"", ""Otherworld Warriors Lv 1: ATK +20%Lv 10: ATK +20% and DEF +10%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Pure Saiyans"", ""Full Power"", ""Goku's Family"", ""Super Saiyans"", ""Kamehameha"", ""Otherworld Warriors"", ""Final Trump Card"", ""Turtle School""]","[""8097"", ""8963"", ""10963"", ""14363""]","[""7858"", ""8371"", ""10371"", ""13371""]","[""4172"", ""4590"", ""6590"", ""9190""]",11066,,,,,,,,,,,,,,,,,,,,,,,,
Burning to the Last,Super Saiyan Goku (Angel) (Super Kaioken),120,10,UR,Super PHY,11066,"[""Boost Type"", ""Debuff"", ""Evasion"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","PHY Type Ki +2 and HP, ATK and DEF +70%",Super Kaioken Kamehameha,Causes immense damage to enemy while sacrificing 5% HP,Thundering Aura,Ki +4 and ATK +120% at start of turn; medium chance[1] to evade enemy's attack (including Super Attack),"[""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Over in a Flash Lv 1: Ki +3Lv 10: Ki +3 and ATK +7%"", ""Otherworld Warriors Lv 1: ATK +20%Lv 10: ATK +20% and DEF +10%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Pure Saiyans"", ""Full Power"", ""Goku's Family"", ""Super Saiyans"", ""Kamehameha"", ""Otherworld Warriors"", ""Final Trump Card"", ""Turtle School""]","[""2716"", ""8963"", ""10963"", ""14363""]","[""2536"", ""8371"", ""10371"", ""13371""]","[""1390"", ""4590"", ""6590"", ""9190""]",,,,,,,,,,,,,,,,,,,,,,,,,
Training and Discovery,Super Saiyan Goku,120,10,UR,Super INT,11071,"[""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack""]","AGL, TEQ and INT Type Ki +2 and HP, ATK & DEF +30%",Kamehameha,Causes supreme damage to enemy and raises ATK for 6 turns[1],Super Power Mastery,TEQ and INT Types Ki +2 and ATK & DEF +25%,"[""Z Fighters Lv 1: ATK +15%Lv 10: ATK +20%"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Pure Saiyans"", ""Goku's Family"", ""Super Saiyans"", ""Androids/Cell Saga"", ""Kamehameha"", ""Bond of Master and Disciple"", ""Rapid Growth"", ""Turtle School"", ""Heavenly Events""]","[""4117"", ""10293"", ""11493"", ""13293""]","[""2852"", ""7132"", ""8332"", ""10132""]","[""2084"", ""5211"", ""6411"", ""8211""]",,,,,,,,,,,,,,,,,,,,,,,,,
Accrued Strength,Super Saiyan Goku,120,10,UR,Super INT,11072,"[""Boost Type"", ""Change Ki Spheres"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stun""]",INT Type Ki +2 and HP & DEF +70%,Instant Transmission Kamehameha,Causes supreme damage with a rare chance to stun the enemy[1],Principles of Knowledge,"Changes AGL Ki to INT Ki, ATK +40%","[""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Family Ties Lv 1: Ki +2Lv 10: Ki +2 and ATK +10%"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""The First Awakened Lv 1: ATK +25%Lv 10: ATK +25% and DEF +10%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Pure Saiyans"", ""Goku's Family"", ""Super Saiyans"", ""Kamehameha"", ""Turtle School""]","[""3217"", ""8929"", ""10929"", ""13929""]","[""3012"", ""8021"", ""10021"", ""13021""]","[""1692"", ""4669"", ""6669"", ""9669""]",,,,,,,,,,,,,,,,,,,,,,,,,
